"access_restricted","site__001","site__002","original_format__-","contributor__001","contributor__002","contributor__003","id","partof__001","partof__002","partof__003","partof__004","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","index","group__001","group__002","group__003","title","segments__url","segments__count","segments__link","online_format__-","location__001","location__002","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","extract_timestamp","date","shelf_id","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012"
"False","performingarts","","notated music","merrill, blanche","berlin, irving","","http://www.loc.gov/item/ihas.200033406/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","183","ihas/mets","performingarts","","Jake! Jake! The Yiddisher ball-player","https://www.loc.gov/resource/ihas.200033406.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033406.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 8 1/2 x 11 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033406","","","https://www.loc.gov/item/ihas.200033406/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033406/0001.tif/202","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033406/0001.tif/202#h=254&w=202","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033406/0001.tif/1622#h=2037&w=1622","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033406/0001.tif/3244#h=4075&w=3244","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033406/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033406/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033406","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033406))","http://www.loc.gov/item/ihas.200033406/","http://www.loc.gov/resource/ihas.200033406.0/","http://www.loc.gov/item/ihas.200033406","http://www.loc.gov/resource/ihas.200033406","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033406))","","",""
"False","performingarts","","notated music","bayes, nora","hayworth, jack","","http://www.loc.gov/item/ihas.200033408/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","184","ihas/mets","performingarts","","Let's get the umpire's goat","https://www.loc.gov/resource/ihas.200033408.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033408.0/&fo=json&sb=shelf-id&st=gallery","image","midwest","illinois","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033408","","","https://www.loc.gov/item/ihas.200033408/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033408/0001.tif/203","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033408/0001.tif/203#h=262&w=203","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033408/0001.tif/1630#h=2102&w=1630","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033408/0001.tif/3261#h=4204&w=3261","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033408/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033408/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033408","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033408))","http://www.loc.gov/item/ihas.200033408/","http://www.loc.gov/resource/ihas.200033408.0/","http://www.loc.gov/item/ihas.200033408","http://www.loc.gov/resource/ihas.200033408","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033408))","","",""
"False","performingarts","","notated music","lardner, r. w.","white, g. harris (doc)","","http://www.loc.gov/item/ihas.200033410/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","185","ihas/mets","performingarts","","Little puff of smoke, good-night","https://www.loc.gov/resource/ihas.200033410.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033410.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033410","","","https://www.loc.gov/item/ihas.200033410/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033410/0001.tif/199","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033410/0001.tif/199#h=251&w=199","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033410/0001.tif/1596#h=2013&w=1596","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033410/0001.tif/3192#h=4026&w=3192","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033410/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033410/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033410","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033410))","http://www.loc.gov/item/ihas.200033410/","http://www.loc.gov/resource/ihas.200033410.0/","http://www.loc.gov/item/ihas.200033410","http://www.loc.gov/resource/ihas.200033410","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033410))","","",""
"False","performingarts","catalog","notated music","kalbfleisch, j. h.","kalbfleisch, john h.","","http://www.loc.gov/item/2009541120/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","catalog","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","polkas","piano music","186","ihas/mets","catalog","performingarts","Live oak polka","https://www.loc.gov/resource/ihas.200033411.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033411.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","1860","http://www.loc.gov/item/ihas.200033411","1860-01-01T00:00:00Z","english","https://www.loc.gov/item/2009541120/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033411/0001.tif/205","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033411/0001.tif/205#h=262&w=205","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033411/0001.tif/1641#h=2103&w=1641","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033411/0001.tif/3282#h=4207&w=3282","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033411/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033411/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033411","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033411))","http://www.loc.gov/item/ihas.200033411/","http://www.loc.gov/resource/ihas.200033411.0/","http://www.loc.gov/item/ihas.200033411","http://www.loc.gov/resource/ihas.200033411","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033411))","http://purl.nypl.org/mille/rlin=NYPG00-C41","http://www.loc.gov/item/2009541120/","http://lccn.loc.gov/2009541120"
"False","performingarts","","notated music","ditzel, henry","","","http://www.loc.gov/item/ihas.200033412/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","187","ihas/mets","performingarts","","Magnate's march","https://www.loc.gov/resource/ihas.200033412.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033412.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033412","","","https://www.loc.gov/item/ihas.200033412/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033412/0001.tif/204","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033412/0001.tif/204#h=263&w=204","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033412/0001.tif/1638#h=2111&w=1638","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033412/0001.tif/3276#h=4222&w=3276","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033412/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033412/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033412","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033412))","http://www.loc.gov/item/ihas.200033412/","http://www.loc.gov/resource/ihas.200033412.0/","http://www.loc.gov/item/ihas.200033412","http://www.loc.gov/resource/ihas.200033412","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033412))","","",""
"False","performingarts","","notated music","campbell, n.","jerreld, charles j. w.","","http://www.loc.gov/item/ihas.200033413/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","188","ihas/mets","performingarts","","Manda at the base ball game","https://www.loc.gov/resource/ihas.200033413.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033413.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033413","","","https://www.loc.gov/item/ihas.200033413/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033413/0001.tif/201","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033413/0001.tif/201#h=253&w=201","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033413/0001.tif/1612#h=2024&w=1612","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033413/0001.tif/3224#h=4048&w=3224","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033413/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033413/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033413","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033413))","http://www.loc.gov/item/ihas.200033413/","http://www.loc.gov/resource/ihas.200033413.0/","http://www.loc.gov/item/ihas.200033413","http://www.loc.gov/resource/ihas.200033413","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033413))","","",""
"False","performingarts","","notated music","hendry, john","haeger, r. a. h. t.","","http://www.loc.gov/item/ihas.200033414/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","189","ihas/mets","performingarts","","Marty O'Toole","https://www.loc.gov/resource/ihas.200033414.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033414.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 9 x 13 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:50.680Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033414","","","https://www.loc.gov/item/ihas.200033414/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033414/0001.tif/181","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033414/0001.tif/181#h=235&w=181","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033414/0001.tif/1451#h=1881&w=1451","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033414/0001.tif/2902#h=3762&w=2902","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033414/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033414/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033414","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033414))","http://www.loc.gov/item/ihas.200033414/","http://www.loc.gov/resource/ihas.200033414.0/","http://www.loc.gov/item/ihas.200033414","http://www.loc.gov/resource/ihas.200033414","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033414))","","",""
"False","performingarts","","notated music","norman, bert c.","davis, gussie l.","","http://www.loc.gov/item/ihas.200033415/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","190","ihas/mets","performingarts","","McGuffin's home run","https://www.loc.gov/resource/ihas.200033415.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033415.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033415","","","https://www.loc.gov/item/ihas.200033415/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033415/0001.tif/200","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033415/0001.tif/200#h=258&w=200","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033415/0001.tif/1606#h=2070&w=1606","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033415/0001.tif/3213#h=4141&w=3213","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033415/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033415/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033415","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033415))","http://www.loc.gov/item/ihas.200033415/","http://www.loc.gov/resource/ihas.200033415.0/","http://www.loc.gov/item/ihas.200033415","http://www.loc.gov/resource/ihas.200033415","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033415))","","",""
"False","performingarts","","book","horwitz, charles","bowers, f. v.","","http://www.loc.gov/item/ihas.200033416/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","popular songs of the day","songs and music","work and industry","progressive era to new era","sports and leisure","","","","191","ihas/mets","performingarts","","The  national game","https://www.loc.gov/resource/ihas.200033416.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033416.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   11 p., 11 x 14 in. |   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033416","","","https://www.loc.gov/item/ihas.200033416/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033416/0001.tif/209","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033416/0001.tif/209#h=263&w=209","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033416/0001.tif/1676#h=2104&w=1676","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033416/0001.tif/3352#h=4208&w=3352","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033416/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033416/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033416","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033416))","http://www.loc.gov/item/ihas.200033416/","http://www.loc.gov/resource/ihas.200033416.0/","http://www.loc.gov/item/ihas.200033416","http://www.loc.gov/resource/ihas.200033416","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033416))","","",""
"False","performingarts","","notated music","wyllie, h. s.","","","http://www.loc.gov/item/ihas.200033417/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","192","ihas/mets","performingarts","","The  national game","https://www.loc.gov/resource/ihas.200033417.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033417.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033417","","","https://www.loc.gov/item/ihas.200033417/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033417/0001.tif/211","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033417/0001.tif/211#h=266&w=211","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033417/0001.tif/1695#h=2129&w=1695","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033417/0001.tif/3391#h=4259&w=3391","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033417/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033417/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033417","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033417))","http://www.loc.gov/item/ihas.200033417/","http://www.loc.gov/resource/ihas.200033417.0/","http://www.loc.gov/item/ihas.200033417","http://www.loc.gov/resource/ihas.200033417","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033417))","","",""
"False","performingarts","","notated music","tobias, harry","atherton, doc","","http://www.loc.gov/item/ihas.200033418/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","193","ihas/mets","performingarts","","National sports","https://www.loc.gov/resource/ihas.200033418.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033418.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033418","","","https://www.loc.gov/item/ihas.200033418/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033418/0001.tif/196","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033418/0001.tif/196#h=243&w=196","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033418/0001.tif/1573#h=1948&w=1573","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033418/0001.tif/3147#h=3897&w=3147","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033418/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033418/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033418","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033418))","http://www.loc.gov/item/ihas.200033418/","http://www.loc.gov/resource/ihas.200033418.0/","http://www.loc.gov/item/ihas.200033418","http://www.loc.gov/resource/ihas.200033418","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033418))","","",""
"False","performingarts","","notated music","edwards, george c.","","","http://www.loc.gov/item/ihas.200033419/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","194","ihas/mets","performingarts","","O'Grady at the game","https://www.loc.gov/resource/ihas.200033419.0/","7","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033419.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   7 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033419","","","https://www.loc.gov/item/ihas.200033419/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033419/0001.tif/199","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033419/0001.tif/199#h=263&w=199","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033419/0001.tif/1595#h=2104&w=1595","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033419/0001.tif/3191#h=4208&w=3191","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033419/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033419/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033419","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033419))","http://www.loc.gov/item/ihas.200033419/","http://www.loc.gov/resource/ihas.200033419.0/","http://www.loc.gov/item/ihas.200033419","http://www.loc.gov/resource/ihas.200033419","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033419))","","",""
"False","performingarts","","notated music","ashworth, george p.","ashworth, ellen","","http://www.loc.gov/item/ihas.200033420/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","195","ihas/mets","performingarts","","Oh, you Red Sox","https://www.loc.gov/resource/ihas.200033420.0/","5","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033420.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   5 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033420","","","https://www.loc.gov/item/ihas.200033420/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033420/0001.tif/201","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033420/0001.tif/201#h=252&w=201","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033420/0001.tif/1610#h=2020&w=1610","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033420/0001.tif/3221#h=4041&w=3221","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033420/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033420/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033420","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033420))","http://www.loc.gov/item/ihas.200033420/","http://www.loc.gov/resource/ihas.200033420.0/","http://www.loc.gov/item/ihas.200033420","http://www.loc.gov/resource/ihas.200033420","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033420))","","",""
"False","performingarts","","notated music","hendy, hayden","","","http://www.loc.gov/item/ihas.200033421/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","196","ihas/mets","performingarts","","Oh, you Reds","https://www.loc.gov/resource/ihas.200033421.0/","4","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033421.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   4 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033421","","","https://www.loc.gov/item/ihas.200033421/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033421/0001.tif/206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033421/0001.tif/206#h=256&w=206","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033421/0001.tif/1649#h=2055&w=1649","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033421/0001.tif/3299#h=4110&w=3299","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033421/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033421/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033421","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033421))","http://www.loc.gov/item/ihas.200033421/","http://www.loc.gov/resource/ihas.200033421.0/","http://www.loc.gov/item/ihas.200033421","http://www.loc.gov/resource/ihas.200033421","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033421))","","",""
"False","performingarts","","notated music","longbrake, arthur","","","http://www.loc.gov/item/ihas.200033422/","the library of congress celebrates the songs of america","performing arts encyclopedia","baseball sheet music","","baseball","songs and music","popular songs of the day","work and industry","progressive era to new era","sports and leisure","","","197","ihas/mets","performingarts","","One-a-strike","https://www.loc.gov/resource/ihas.200033422.0/","6","https://www.loc.gov/collections/baseball-sheet-music/?at=results&c=119&fa=segmentof:ihas.200033422.0/&fo=json&sb=shelf-id&st=gallery","image","","","image/tiff","image/jpg","application/json+dzi","image/jpeg","True","Sheet music |   6 p., 11 x 14 in. |   Sheet Music (Form).   Sheet Music (Form).","2017-10-13T18:53:51.119Z","2017-03-15T17:02:51.719Z","","http://www.loc.gov/item/ihas.200033422","","","https://www.loc.gov/item/ihas.200033422/","True","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033422/0001.tif/198","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033422/0001.tif/198#h=253&w=198","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033422/0001.tif/1585#h=2028&w=1585","//lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200033422/0001.tif/3170#h=4057&w=3170","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033422/","http://lcweb2.loc.gov/diglib/ihas/loc.natlib.ihas.200033422/default.html","http://hdl.loc.gov/loc.natlib/ihas.200033422","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033422))","http://www.loc.gov/item/ihas.200033422/","http://www.loc.gov/resource/ihas.200033422.0/","http://www.loc.gov/item/ihas.200033422","http://www.loc.gov/resource/ihas.200033422","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ihas+200033422))","","",""
