"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","subject__013","index","group__001","group__002","group__003","group__004","title","online_format__-","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680730/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","getzien, charlie (team member)","detroit wolverines","detroit","national league","pitcher","baseball cards","chromolithographs","color","","","","","","552","bbc","catalog","baseball-cards","","[Charlie Getzien, Detroit Wolverines, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-06, no. 3 [P&P]","Allen & Ginter World's Champions (N29)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680730/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0552f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0552f_150px.jpg#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0500/0550/0552ft.gif#h=150&w=82","//cdn.loc.gov/service/pnp/bbc/0500/0550/0552fr.jpg#h=640&w=352","//cdn.loc.gov/service/pnp/bbc/0500/0550/0552fv.jpg#h=1024&w=563","http://www.loc.gov/pictures/collection/bbc/item/2007680730/","http://hdl.loc.gov/loc.pnp/bbc.0552b","http://hdl.loc.gov/loc.pnp/cph.3g06990","http://www.loc.gov/item/2007680730/","http://www.loc.gov/pictures/item/2007680730/","http://hdl.loc.gov/loc.pnp/bbc.0552f","http://hdl.loc.gov/loc.pnp/cph.3g06960","http://hdl.loc.gov/loc.pnp/cph.3c23644","http://www.loc.gov/resource/bbc.0552f/","http://www.loc.gov/resource/bbc.0552b/","http://www.loc.gov/resource/cph.3g06960/","http://www.loc.gov/resource/cph.3g06990/","http://www.loc.gov/resource/cph.3c23644/","http://lccn.loc.gov/2007680730","","",""
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680731/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","miller, doggie (team member)","pittsburgh alleghenys","pittsburg","national league","catcher","albumen prints","baseball cards","chromolithographs","color","","","","","553","bbc","catalog","baseball-cards","","[George F. Miller, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-06, no. 4 [P&P]","Allen & Ginter World's Champions (N29)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680731/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0553f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0553f_150px.jpg#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/0500/0550/0553ft.gif#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/0500/0550/0553fr.jpg#h=640&w=342","//cdn.loc.gov/service/pnp/bbc/0500/0550/0553fv.jpg#h=1024&w=547","http://www.loc.gov/pictures/collection/bbc/item/2007680731/","http://hdl.loc.gov/loc.pnp/bbc.0553b","http://hdl.loc.gov/loc.pnp/cph.3g06969","http://www.loc.gov/item/2007680731/","http://www.loc.gov/pictures/item/2007680731/","http://hdl.loc.gov/loc.pnp/bbc.0553f","http://hdl.loc.gov/loc.pnp/cph.3g06959","http://hdl.loc.gov/loc.pnp/cph.3c23643","http://www.loc.gov/resource/bbc.0553f/","http://www.loc.gov/resource/bbc.0553b/","http://www.loc.gov/resource/cph.3g06959/","http://www.loc.gov/resource/cph.3g06969/","http://www.loc.gov/resource/cph.3c23643/","http://lccn.loc.gov/2007680731","","",""
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680732/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","morrill, john (team member)","boston beaneaters","boston","national league","first baseman","baseball cards","chromolithographs","color","","","","","","554","bbc","catalog","baseball-cards","","[John Morrill, Boston Beaneaters, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-07, no. 1 [P&P]","Allen & Ginter World's Champions (N43)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680732/","False","//cdn.loc.gov/service/pnp/bbc/2000/2060/2064f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2060/2064f_150px.jpg#h=136&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2064ft.gif#h=136&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2064fr.jpg#h=579&w=640","//cdn.loc.gov/service/pnp/bbc/2000/2060/2064fv.jpg#h=926&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007680732/","http://hdl.loc.gov/loc.pnp/bbc.2064b","http://www.loc.gov/item/2007680732/","http://www.loc.gov/pictures/item/2007680732/","http://hdl.loc.gov/loc.pnp/bbc.2064f","http://www.loc.gov/resource/bbc.2064f/","http://www.loc.gov/resource/bbc.2064b/","http://lccn.loc.gov/2007680732","","","","","","","","",""
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680733/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","getzien, charlie (team member)","detroit wolverines","detroit","national league","pitcher","baseball cards","chromolithographs","color","","","","","","555","bbc","catalog","baseball-cards","","[Charlie Getzien, Detroit Wolverines, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-07, no. 2 [P&P]","Allen & Ginter World's Champions (N43)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680733/","False","//cdn.loc.gov/service/pnp/bbc/2000/2060/2065f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2060/2065f_150px.jpg#h=133&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2065ft.gif#h=133&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2065fr.jpg#h=567&w=640","//cdn.loc.gov/service/pnp/bbc/2000/2060/2065fv.jpg#h=907&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007680733/","http://hdl.loc.gov/loc.pnp/bbc.2065b","http://www.loc.gov/item/2007680733/","http://www.loc.gov/pictures/item/2007680733/","http://hdl.loc.gov/loc.pnp/bbc.2065f","http://www.loc.gov/resource/bbc.2065f/","http://www.loc.gov/resource/bbc.2065b/","http://lccn.loc.gov/2007680733","","","","","","","","",""
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680734/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","ewing, buck (team member)","new york giants","new york","national league","catcher","baseball cards","chromolithographs","color","","","","","","556","bbc","catalog","baseball-cards","","[Buck Ewing, New York Giants, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-07, no. 3 [P&P]","Allen & Ginter World's Champions (N43)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680734/","False","//cdn.loc.gov/service/pnp/bbc/2000/2060/2066f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2060/2066f_150px.jpg#h=132&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2066ft.gif#h=132&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2060/2066fr.jpg#h=565&w=640","//cdn.loc.gov/service/pnp/bbc/2000/2060/2066fv.jpg#h=904&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007680734/","http://hdl.loc.gov/loc.pnp/bbc.2066b","http://www.loc.gov/item/2007680734/","http://www.loc.gov/pictures/item/2007680734/","http://hdl.loc.gov/loc.pnp/bbc.2066f","http://www.loc.gov/resource/bbc.2066f/","http://www.loc.gov/resource/bbc.2066b/","http://lccn.loc.gov/2007680734","","","","","","","","",""
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680735/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","fogarty, jim (team member)","philadelphia quakers","philadelphia","national league","right fielder","baseball cards","chromolithographs","color","","","","","","557","bbc","catalog","baseball-cards","","[Jas. H. Fogarty, Philadelphia Quakers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-07, no. 4 [P&P]","Allen & Ginter World's Champions (N43)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680735/","False","//cdn.loc.gov/service/pnp/bbc/2000/2090/2091f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2090/2091f_150px.jpg#h=133&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2090/2091ft.gif#h=133&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2090/2091fr.jpg#h=568&w=640","//cdn.loc.gov/service/pnp/bbc/2000/2090/2091fv.jpg#h=908&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007680735/","http://hdl.loc.gov/loc.pnp/bbc.2091b","http://www.loc.gov/item/2007680735/","http://www.loc.gov/pictures/item/2007680735/","http://hdl.loc.gov/loc.pnp/bbc.2091f","http://www.loc.gov/resource/bbc.2091f/","http://www.loc.gov/resource/bbc.2091b/","http://lccn.loc.gov/2007680735","","","","","","","","",""
"False","photo, print, drawing","allen & ginter","http://www.loc.gov/item/2007680736/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","miller, doggie (team member)","pittsburgh alleghenys","pittsburgh","national league","catcher","baseball cards","chromolithographs","color","","","","","","558","bbc","catalog","baseball-cards","main-catalog","[Geo. F. Miller, Pittsburgh Alleghenys, baseball card portrait]","image","","","http://www.loc.gov/item/14961208","image/gif","image/jpg","image/tif","","True","1 print : chromolithograph.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1888","http://www.loc.gov/item/14961208","LOT 13163-07, no. 5 [P&P]","Allen & Ginter World's Champions (N43)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680736/","False","//cdn.loc.gov/service/pnp/bbc/2000/2090/2092f_150px.jpg#h=134&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2090/2092ft.gif#h=135&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2090/2092fr.jpg#h=574&w=640","//cdn.loc.gov/service/pnp/bbc/2000/2090/2092fv.jpg#h=918&w=1024","","http://www.loc.gov/pictures/collection/bbc/item/2007680736/","http://hdl.loc.gov/loc.pnp/bbc.2092b","http://www.loc.gov/item/2007680736/","http://www.loc.gov/pictures/item/2007680736/","http://hdl.loc.gov/loc.pnp/bbc.2092f","http://www.loc.gov/resource/bbc.2092f/","http://www.loc.gov/resource/bbc.2092b/","http://lccn.loc.gov/2007680736","","","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680737/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","kelly, michael j.","boston braves (baseball team)","people","baseball players","massachusetts","boston","kelly, king (team member)","boston beaneaters","national league","catcher","baseball cards","chromolithographs","color","559","bbc","catalog","baseball-cards","main-catalog","[King Kelly, Boston Beaneaters, baseball card portrait]","image","boston","massachusetts","http://www.loc.gov/item/14961233","image/gif","image/jpg","image/tif","","True","1 print : chromolithograph ; sheet 6.7 x 3.7 cm.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1888","http://www.loc.gov/item/14961233","LOT 13163-08, no. 1 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680737/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0554f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0500/0550/0554ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0500/0550/0554fr.jpg#h=640&w=362","//cdn.loc.gov/service/pnp/bbc/0500/0550/0554fv.jpg#h=1024&w=579","","http://www.loc.gov/pictures/collection/bbc/item/2007680737/","http://hdl.loc.gov/loc.pnp/bbc.0554b","http://www.loc.gov/item/2007680737/","http://www.loc.gov/pictures/item/2007680737/","http://hdl.loc.gov/loc.pnp/bbc.0554f","http://hdl.loc.gov/loc.pnp/cph.3f05118","http://www.loc.gov/resource/bbc.0554f/","http://www.loc.gov/resource/bbc.0554b/","http://www.loc.gov/resource/cph.3f05118/","http://lccn.loc.gov/2007680737","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680738/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","anson, cap (team member)","chicago white stockings","chicago","national league","first baseman","baseball cards","chromolithographs","color","","","","","","560","bbc","catalog","baseball-cards","","[Cap Anson, Chicago White Stockings, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 2 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680738/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0555f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0555f_150px.jpg#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/0500/0550/0555ft.gif#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/0500/0550/0555fr.jpg#h=640&w=372","//cdn.loc.gov/service/pnp/bbc/0500/0550/0555fv.jpg#h=1024&w=595","http://www.loc.gov/pictures/collection/bbc/item/2007680738/","http://hdl.loc.gov/loc.pnp/bbc.0555b","http://hdl.loc.gov/loc.pnp/cph.3g06993","http://www.loc.gov/item/2007680738/","http://www.loc.gov/pictures/item/2007680738/","http://hdl.loc.gov/loc.pnp/bbc.0555f","http://hdl.loc.gov/loc.pnp/cph.3g06942","http://hdl.loc.gov/loc.pnp/cph.3c23639","http://www.loc.gov/resource/bbc.0555f/","http://www.loc.gov/resource/bbc.0555b/","http://www.loc.gov/resource/cph.3g06942/","http://www.loc.gov/resource/cph.3g06993/","http://www.loc.gov/resource/cph.3c23639/","http://lccn.loc.gov/2007680738","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680739/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","brouthers, dan (team member)","detroit wolverines","detroit","national league","first baseman","baseball cards","chromolithographs","color","","","","","","561","bbc","catalog","baseball-cards","","[Dan Brouthers, Detroit Wolverines, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 3 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680739/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0556f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0556f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0500/0550/0556ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0500/0550/0556fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/0500/0550/0556fv.jpg#h=1024&w=582","http://www.loc.gov/pictures/collection/bbc/item/2007680739/","http://hdl.loc.gov/loc.pnp/bbc.0556b","http://www.loc.gov/item/2007680739/","http://www.loc.gov/pictures/item/2007680739/","http://hdl.loc.gov/loc.pnp/bbc.0556f","http://www.loc.gov/resource/bbc.0556f/","http://www.loc.gov/resource/bbc.0556b/","http://lccn.loc.gov/2007680739","","","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680740/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","glasscock, jack (team member)","indianapolis hoosiers","indianapolis","national league","shortstop","baseball cards","chromolithographs","color","","","","","","562","bbc","catalog","baseball-cards","","[Jack Glasscock, Indianapolis Hoosiers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 4 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680740/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0557f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0557f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0500/0550/0557ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0500/0550/0557fr.jpg#h=640&w=367","//cdn.loc.gov/service/pnp/bbc/0500/0550/0557fv.jpg#h=1024&w=587","http://www.loc.gov/pictures/collection/bbc/item/2007680740/","http://hdl.loc.gov/loc.pnp/bbc.0557b","http://www.loc.gov/item/2007680740/","http://www.loc.gov/pictures/item/2007680740/","http://hdl.loc.gov/loc.pnp/bbc.0557f","http://www.loc.gov/resource/bbc.0557f/","http://www.loc.gov/resource/bbc.0557b/","http://lccn.loc.gov/2007680740","","","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680741/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","keefe, tim (team member)","new york giants","new york","national league","pitcher","baseball cards","chromolithographs","color","","","","","","563","bbc","catalog","baseball-cards","","[Tim Keefe, New York Giants, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 5 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680741/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0558f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0558f_150px.jpg#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0500/0550/0558ft.gif#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/0500/0550/0558fr.jpg#h=640&w=374","//cdn.loc.gov/service/pnp/bbc/0500/0550/0558fv.jpg#h=1024&w=598","http://www.loc.gov/pictures/collection/bbc/item/2007680741/","http://hdl.loc.gov/loc.pnp/bbc.0558b","http://www.loc.gov/item/2007680741/","http://www.loc.gov/pictures/item/2007680741/","http://hdl.loc.gov/loc.pnp/bbc.0558f","http://www.loc.gov/resource/bbc.0558f/","http://www.loc.gov/resource/bbc.0558b/","http://lccn.loc.gov/2007680741","","","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680742/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","andrews, ed (team member)","philadelphia quakers","philadelphia","national league","center fielder","baseball cards","chromolithographs","color","","","","","","564","bbc","catalog","baseball-cards","","[Ed Andrews, Philadelphia Quakers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 6 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680742/","False","//cdn.loc.gov/service/pnp/bbc/2000/2090/2097f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2090/2097f_150px.jpg#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/2000/2090/2097ft.gif#h=150&w=84","//cdn.loc.gov/service/pnp/bbc/2000/2090/2097fr.jpg#h=640&w=360","//cdn.loc.gov/service/pnp/bbc/2000/2090/2097fv.jpg#h=1024&w=576","http://www.loc.gov/pictures/collection/bbc/item/2007680742/","http://hdl.loc.gov/loc.pnp/bbc.2097b","http://www.loc.gov/item/2007680742/","http://www.loc.gov/pictures/item/2007680742/","http://hdl.loc.gov/loc.pnp/bbc.2097f","http://www.loc.gov/resource/bbc.2097f/","http://www.loc.gov/resource/bbc.2097b/","http://lccn.loc.gov/2007680742","","","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680743/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","dunlap, fred (team member)","pittsburgh alleghenys","pittsburgh","national league","captain","second baseman","baseball cards","chromolithographs","color","","","","","565","bbc","catalog","baseball-cards","","[Fred Dunlap, Pittsburgh Alleghenys, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 7 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680743/","False","//cdn.loc.gov/service/pnp/bbc/0500/0550/0559f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0550/0559f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0500/0550/0559ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/0500/0550/0559fr.jpg#h=640&w=368","//cdn.loc.gov/service/pnp/bbc/0500/0550/0559fv.jpg#h=1024&w=588","http://www.loc.gov/pictures/collection/bbc/item/2007680743/","http://hdl.loc.gov/loc.pnp/bbc.0559b","http://www.loc.gov/item/2007680743/","http://www.loc.gov/pictures/item/2007680743/","http://hdl.loc.gov/loc.pnp/bbc.0559f","http://www.loc.gov/resource/bbc.0559f/","http://www.loc.gov/resource/bbc.0559b/","http://lccn.loc.gov/2007680743","","","","","","","","",""
"False","photo, print, drawing","goodwin & co.","http://www.loc.gov/item/2007680744/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","caruthers, bob (team member)","brooklyn trolley-dodgers","brooklyn","american association","outfielder","pitcher","baseball cards","chromolithographs","color","","","","","566","bbc","catalog","baseball-cards","","[Bob Caruthers, Brooklyn Trolley-Dodgers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-08, no. 8 [P&P]","Goodwin Champions (N162)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680744/","False","//cdn.loc.gov/service/pnp/bbc/0500/0560/0560f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0560/0560f_150px.jpg#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0500/0560/0560ft.gif#h=150&w=85","//cdn.loc.gov/service/pnp/bbc/0500/0560/0560fr.jpg#h=640&w=364","//cdn.loc.gov/service/pnp/bbc/0500/0560/0560fv.jpg#h=1024&w=583","http://www.loc.gov/pictures/collection/bbc/item/2007680744/","http://hdl.loc.gov/loc.pnp/bbc.0560b","http://hdl.loc.gov/loc.pnp/cph.3b49264","http://www.loc.gov/item/2007680744/","http://www.loc.gov/pictures/item/2007680744/","http://hdl.loc.gov/loc.pnp/bbc.0560f","http://hdl.loc.gov/loc.pnp/cph.3g07030","http://hdl.loc.gov/loc.pnp/cph.3g07053","http://www.loc.gov/resource/bbc.0560f/","http://www.loc.gov/resource/bbc.0560b/","http://www.loc.gov/resource/cph.3g07030/","http://www.loc.gov/resource/cph.3b49264/","http://www.loc.gov/resource/cph.3g07053/","http://lccn.loc.gov/2007680744","","",""
"False","photo, print, drawing","s.f. hess & company","http://www.loc.gov/item/2007680745/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","hardie (team member)","g. & m","california league","center fielder","baseball cards","chromolithographs","color","","","","","","","567","bbc","catalog","baseball-cards","","[Hardie, G. & M Team, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-09, no. 1 [P&P]","S.F. Hess California League (N321)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680745/","False","//cdn.loc.gov/service/pnp/bbc/0500/0560/0561f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0560/0561f_150px.jpg#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/0500/0560/0561ft.gif#h=150&w=80","//cdn.loc.gov/service/pnp/bbc/0500/0560/0561fr.jpg#h=640&w=342","//cdn.loc.gov/service/pnp/bbc/0500/0560/0561fv.jpg#h=1024&w=547","http://www.loc.gov/pictures/collection/bbc/item/2007680745/","http://www.loc.gov/item/2007680745/","http://www.loc.gov/pictures/item/2007680745/","http://hdl.loc.gov/loc.pnp/bbc.0561f","http://www.loc.gov/resource/bbc.0561f/","http://lccn.loc.gov/2007680745","","","","","","","","","","",""
"False","photo, print, drawing","s.f. hess & company","http://www.loc.gov/item/2007680746/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","lawton (team member)","haverly","california league","left fielder","baseball cards","chromolithographs","color","","","","","","","568","bbc","catalog","baseball-cards","","[Lawton, Haverly Team, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : chromolithograph.","2016-05-17T21:37:52.307Z","pictures","catalog","2016-05-17T21:36:19.224Z","1888","","LOT 13163-09, no. 2 [P&P]","S.F. Hess California League (N321)","1888-01-01T00:00:00Z","english","https://www.loc.gov/item/2007680746/","False","//cdn.loc.gov/service/pnp/bbc/0500/0560/0562f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/0500/0560/0562f_150px.jpg#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/0500/0560/0562ft.gif#h=150&w=81","//cdn.loc.gov/service/pnp/bbc/0500/0560/0562fr.jpg#h=640&w=345","//cdn.loc.gov/service/pnp/bbc/0500/0560/0562fv.jpg#h=1024&w=551","http://www.loc.gov/pictures/collection/bbc/item/2007680746/","http://hdl.loc.gov/loc.pnp/cph.3g06932","http://www.loc.gov/item/2007680746/","http://www.loc.gov/pictures/item/2007680746/","http://hdl.loc.gov/loc.pnp/bbc.0562f","http://hdl.loc.gov/loc.pnp/cph.3c23640","http://www.loc.gov/resource/bbc.0562f/","http://www.loc.gov/resource/cph.3g06932/","http://www.loc.gov/resource/cph.3c23640/","http://lccn.loc.gov/2007680746","","","","","","",""
