"location_w__001","location_w__002","location_w__003","contributor_w__-","access_restricted","original_format__001","original_format__002","original_format__003","contributor__001","contributor__002","contributor__003","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","number__-","group__001","group__002","group__003","group__004","group__005","group__006","title","online_format__001","online_format__002","mime_type__001","mime_type__002","mime_type__003","mime_type__004","mime_type__005","location__001","location__002","number_former_id__-","location__003","location__004","digitized","description__-","timestamp","site__001","site__002","site__003","extract_timestamp","date","shelf_id","count","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","dates__-","language__-","url","items","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","partof_w__001","partof_w__002","partof_w__003","partof_w__004","partof_w__005","subject_w__001","subject_w__002","subject_w__003","subject_w__004","subject_w__005","subject_w__006","subject_w__007","subject_w__008","subject_w__009","subject_w__010"
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/97518648/","prints and photographs division","bain collection","lot 11147","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","world series (baseball)","new york (state)","new york","baseball","stadiums","photographic prints","","","","","","","26","http://www.loc.gov/item/11705494","ggbain","bbpix.mar","catalog","bain","baseball-and-jackie-robinson","main-catalog","Baseball parks - Polo Grounds during World Series game, 1913","image","","image/gif","image/jpg","image/tif","image/jpeg","","new york","","http://www.loc.gov/item/11705494","","","True","1 photographic print.","2018-05-08T20:49:24.143Z","pictures","ammem","catalog","2018-05-08T20:28:33.556Z","1913","LOT 11147-3 <item> [P&P]","","http://www.loc.gov/pictures/collection/ggbain/item/97518648/","http://www.loc.gov/item/97518648/","http://www.loc.gov/pictures/item/97518648/","http://hdl.loc.gov/loc.pnp/cph.3b16684","http://www.loc.gov/resource/cph.3b16684/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3b16684))","http://lccn.loc.gov/97518648","","","","","","","","","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/97518648/","","False","//cdn.loc.gov/service/pnp/cph/3b10000/3b16000/3b16600/3b16684_150px.jpg","//cdn.loc.gov/service/pnp/cph/3b10000/3b16000/3b16600/3b16684_150px.jpg#h=104&w=150","//cdn.loc.gov/service/pnp/cph/3b10000/3b16000/3b16600/3b16684t.gif#h=104&w=150","//cdn.loc.gov/service/pnp/cph/3b10000/3b16000/3b16600/3b16684r.jpg#h=443&w=640","","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/97518693/","prints and photographs division","bain collection","lot 11147","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","reynolds, bill","baseball players","photographic prints","","","","","","","","","","27","http://www.loc.gov/item/11705533","ggbain","bbpix.mar","catalog","bain","baseball-and-jackie-robinson","main-catalog","[Charles Seitz, second baseman, Houston and Bill Reynolds, catcher, New York AL, 1914 (baseball)]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","http://www.loc.gov/item/11705533","","","True","1 photographic print.","2018-05-08T20:49:24.143Z","pictures","ammem","catalog","2018-05-08T20:28:33.556Z","1913","LOT 11147-3 <item> [P&P]","","http://www.loc.gov/pictures/collection/ggbain/item/97518693/","http://www.loc.gov/item/97518693/","http://www.loc.gov/pictures/item/97518693/","http://hdl.loc.gov/loc.pnp/cph.3b13981","http://www.loc.gov/resource/cph.3b13981/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3b13981))","http://lccn.loc.gov/97518693","","","","","","","","","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/97518693/","","False","//cdn.loc.gov/service/pnp/cph/3b10000/3b13000/3b13900/3b13981_150px.jpg","//cdn.loc.gov/service/pnp/cph/3b10000/3b13000/3b13900/3b13981_150px.jpg#h=120&w=150","//cdn.loc.gov/service/pnp/cph/3b10000/3b13000/3b13900/3b13981t.gif#h=120&w=150","//cdn.loc.gov/service/pnp/cph/3b10000/3b13000/3b13900/3b13981r.jpg#h=510&w=640","","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/91784621/","prints and photographs division","bain collection","lot 11147","catalog","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","world series (baseball)","pennsylvania","pittsburgh","sports spectators","photographic prints","group portraits","portrait photographs","","","","","","28","http://www.loc.gov/item/11580469","ggbain","catalog","bbpix.mar","bain","main-catalog","baseball-and-jackie-robinson","Spectators at Pittsburg[h]-Detroit game","image","","image/gif","image/jpg","image/tif","image/jpeg","","pennsylvania","pittsburgh","http://www.loc.gov/item/11580469","","","True","1 photographic print. | Photographs shows at least nine spectators in Pittsburgh who have climbed up a tall pole to observe the baseball game, other people in foreground.","2018-05-08T20:49:14.056Z","pictures","catalog","ammem","2018-05-08T20:28:32.262Z","1909","LOT 11147-3 [item] [P&P]","","http://www.loc.gov/pictures/collection/ggbain/item/91784621/","http://hdl.loc.gov/loc.pnp/cph.3c03768","http://www.loc.gov/item/91784621/","http://www.loc.gov/pictures/item/91784621/","http://hdl.loc.gov/loc.pnp/ppmsca.18451","http://www.loc.gov/resource/ppmsca.18451/","http://www.loc.gov/resource/cph.3c03768/","http://lccn.loc.gov/91784621","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3c03768))","","","","","","","1909-01-01T00:00:00Z","english","https://www.loc.gov/item/91784621/","","False","//cdn.loc.gov/service/pnp/ppmsca/18400/18451_150px.jpg","//cdn.loc.gov/service/pnp/ppmsca/18400/18451_150px.jpg#h=150&w=102","//cdn.loc.gov/service/pnp/ppmsca/18400/18451t.gif#h=150&w=102","//cdn.loc.gov/service/pnp/ppmsca/18400/18451r.jpg#h=640&w=434","//cdn.loc.gov/service/pnp/ppmsca/18400/18451v.jpg#h=1024&w=694","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/97518642/","prints and photographs division","bain collection","lot 11147","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","catalog","american memory","food vendors","new york (state)","new york","frankfurters","sports spectators","photographic prints","","","","","","","29","http://www.loc.gov/item/11705488","ggbain","catalog","bbpix.mar","bain","main-catalog","baseball-and-jackie-robinson","Baseball fans--""Hot dogs"" for fans waiting for gates to open at Ebbets Field, Oct. 6, 1920","image","","image/gif","image/jpg","image/tif","image/jpeg","","new york","","http://www.loc.gov/item/11705488","","","True","1 photographic print : gelatin silver mounted on blue-gray board ; sheet 9.1 x 13.9 cm, on mount 24.1 x 29.2 cm.","2018-05-08T20:49:24.143Z","pictures","catalog","ammem","2018-05-08T20:28:33.556Z","1920","LOT 11147-3 [item] [P&P]","","http://www.loc.gov/pictures/collection/ggbain/item/97518642/","http://hdl.loc.gov/loc.pnp/cph.3b06585","http://www.loc.gov/item/97518642/","http://www.loc.gov/pictures/item/97518642/","http://hdl.loc.gov/loc.pnp/ppmsca.18463","http://www.loc.gov/resource/ppmsca.18463/","http://www.loc.gov/resource/cph.3b06585/","http://lccn.loc.gov/97518642","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3b06585))","","","","","","","1920-01-01T00:00:00Z","english","https://www.loc.gov/item/97518642/","","False","//cdn.loc.gov/service/pnp/cph/3b00000/3b06000/3b06500/3b06585_150px.jpg","//cdn.loc.gov/service/pnp/ppmsca/18400/18463_150px.jpg#h=100&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18463t.gif#h=101&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18463r.jpg#h=429&w=640","//cdn.loc.gov/service/pnp/ppmsca/18400/18463v.jpg#h=686&w=1024","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","du bois, w. e. (william edward burghardt)","","","http://www.loc.gov/item/95507100/","prints and photographs division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","african american photographs assembled for 1900 paris exposition","lot 11930","catalog","morris brown college","people","georgia","atlanta","african americans","sports","baseball players","portrait photographs","group portraits","gelatin silver prints","","","30","","bbpix.mar","anedub","catalog","baseball-and-jackie-robinson","african-american-photographs-1900-paris-exposition","","[African American baseball players from Morris Brown College, with boy and another man standing at door, Atlanta, Georgia]","image","","image/gif","image/tiff","image/jpeg","image/jpg","image/tif","atlanta","georgia","","","","True","In album (disbound): Negro life in Georgia, U.S.A., compiled and prepared by W.E.B. Du Bois, v. 4, no. 337. B&w copy prints for LOT 11930 are provided as surrogates of original photographs for reference use in P&P Reading Room. A microfilm surrogate is also available. Forms part of: Daniel Murray Collection (Library of Congress). Original albums filed in PR 12 under LOT 11930","2016-07-19T21:26:28.394Z","ammem","pictures","catalog","2016-05-18T17:06:28.938Z","1899","LOT 11930, no. 337","","http://www.loc.gov/resource/cph.3c14266/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3c14266))","http://www.loc.gov/item/95507100/","http://hdl.loc.gov/loc.pnp/cph.3c14266","http://www.loc.gov/pictures/collection/anedub/item/95507100/","http://www.loc.gov/pictures/item/95507100/","http://lccn.loc.gov/95507100","","","","","","","","","1899-01-01T00:00:00Z","english","https://www.loc.gov/item/95507100/","","False","//cdn.loc.gov/service/pnp/cph/3c10000/3c14000/3c14200/3c14266_150px.jpg","//cdn.loc.gov/service/pnp/cph/3c10000/3c14000/3c14200/3c14266_150px.jpg#h=119&w=150","//cdn.loc.gov/service/pnp/cph/3c10000/3c14000/3c14200/3c14266t.gif#h=119&w=150","//cdn.loc.gov/service/pnp/cph/3c10000/3c14000/3c14200/3c14266r.jpg#h=507&w=640","//cdn.loc.gov/service/pnp/cph/3c10000/3c14000/3c14200/3c14266v.jpg#h=812&w=1024","","","","","","","","","","","","","","",""
"","","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/97518727/","prints and photographs division","national photo company collection","lot 12281","catalog","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","wilson, woodrow","public appearances","wilson, edith bolling galt","baseball","photographic prints","portrait photographs","","","","","","","31","http://www.loc.gov/item/11705561","npco","catalog","bbpix.mar","national-photo-company","main-catalog","baseball-and-jackie-robinson","[President Woodrow Wilson throwing out the first ball, opening day, 1916; among those present are Edith Bolling Galt Wilson and Mrs. John A. (Ida) Wilson]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","http://www.loc.gov/item/11705561","","","True","1 photographic print.","2018-05-19T13:30:58.354Z","pictures","catalog","ammem","2018-05-09T21:46:28.317Z","1916","LOT 12281 [item] [P&P]","","http://www.loc.gov/pictures/collection/npco/item/97518727/","http://hdl.loc.gov/loc.pnp/cph.3a12422","http://www.loc.gov/item/97518727/","http://www.loc.gov/pictures/item/97518727/","http://hdl.loc.gov/loc.pnp/ppmsca.18475","http://www.loc.gov/resource/ppmsca.18475/","http://www.loc.gov/resource/cph.3a12422/","http://lccn.loc.gov/97518727","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3a12422))","","","","","","","1916-01-01T00:00:00Z","english","https://www.loc.gov/item/97518727/","","False","//cdn.loc.gov/service/pnp/ppmsca/18400/18475_150px.jpg","//cdn.loc.gov/service/pnp/ppmsca/18400/18475_150px.jpg#h=120&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18475t.gif#h=120&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18475r.jpg#h=510&w=640","//cdn.loc.gov/service/pnp/ppmsca/18400/18475v.jpg#h=816&w=1024","","","","","","","","","","","","","","",""
"","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97518994/","prints and photographs division","lot 13074","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","kansas city monarchs (baseball team)","people","gelatin silver prints","portrait photographs","photographic prints","","","","","","","32","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Jackie Robinson in Kansas City Monarchs uniform]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 photographic print : gelatin silver ; sheet 25.4 x 20.7 cm. | Photograph shows Jackie Robinson, three-quarter length portrait, standing on field at baseball stadium, facing left, wearing Kansas City Monarchs baseball uniform and glove.","2017-02-11T18:16:10.961Z","pictures","ammem","catalog","2017-02-10T21:27:15.193Z","1945","LOT 13074, no. 454 [P&P]","","http://www.loc.gov/pictures/collection/cph/item/97518994/","http://hdl.loc.gov/loc.pnp/cph.3c19886","http://www.loc.gov/item/97518994/","http://www.loc.gov/pictures/item/97518994/","http://hdl.loc.gov/loc.pnp/ppmsc.00039","http://www.loc.gov/resource/ppmsc.00039/","http://www.loc.gov/resource/cph.3c19886/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsc+00039))","http://lccn.loc.gov/97518994","","","","","","","1945-01-01T00:00:00Z","english","https://www.loc.gov/item/97518994/","","False","//cdn.loc.gov/service/pnp/ppmsc/00000/00039_150px.jpg","//cdn.loc.gov/service/pnp/ppmsc/00000/00039_150px.jpg#h=150&w=124","//cdn.loc.gov/service/pnp/ppmsc/00000/00039t.gif#h=150&w=124","//cdn.loc.gov/service/pnp/ppmsc/00000/00039r.jpg#h=640&w=528","//cdn.loc.gov/service/pnp/ppmsc/00000/00039v.jpg#h=1024&w=846","prints and photographs division","lot 13074","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","kansas city monarchs (baseball team)","people","gelatin silver prints","portrait photographs","photographic prints","","","",""
"chicago","illinois","","","False","photo, print, drawing","","","","","","http://www.loc.gov/item/89712595/","prints and photographs division","lot 13714","catalog","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","","softball players","illinois","chicago","group portraits","photographic prints","portrait photographs","","","","","","","33","","cph","catalog","bbpix.mar","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","Chicago in door base ball team","image","","image/gif","image/jpg","image/tif","image/jpeg","","chicago","illinois","","","","True","1 photographic print.","2017-02-11T18:05:15.829Z","pictures","catalog","ammem","2017-02-10T21:25:31.651Z","1897","LOT 13714, no. 79 (H) [P&P] Oversize Misc.,","","http://www.loc.gov/pictures/collection/cph/item/89712595/","http://hdl.loc.gov/loc.pnp/cph.3b43712","http://www.loc.gov/item/89712595/","http://www.loc.gov/pictures/item/89712595/","http://hdl.loc.gov/loc.pnp/ppmsca.18407","http://www.loc.gov/resource/ppmsca.18407/","http://www.loc.gov/resource/cph.3b43712/","http://lccn.loc.gov/89712595","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3b43712))","","","","","","","1897-01-01T00:00:00Z","english","https://www.loc.gov/item/89712595/","","False","//cdn.loc.gov/service/pnp/ppmsca/18400/18407_150px.jpg","//cdn.loc.gov/service/pnp/ppmsca/18400/18407_150px.jpg#h=105&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18407t.gif#h=105&w=150","//cdn.loc.gov/service/pnp/ppmsca/18400/18407r.jpg#h=449&w=640","//cdn.loc.gov/service/pnp/ppmsca/18400/18407v.jpg#h=718&w=1024","prints and photographs division","lot 13714","catalog","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","softball players","illinois","chicago","group portraits","photographic prints","portrait photographs","","","",""
"pennsylvania","pittsburgh","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97521180/","prints and photographs division","serial and government publications division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","microfilms","newspapers","pennsylvania","pittsburgh","periodical illustrations","","","","","","","34","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Microfilm frame of front page of Pittsburgh Courier (Washington Edition), April 19, 1947]","image","","image/gif","image/jpg","image/tif","image/jpeg","","pennsylvania","pittsburgh","","","","True","1 microfilm frame. | Shows full-length portrait of Jackie Robinson in Dodgers uniform; headlines read ""Jackie Scores Winning Run,"" ""Robbie's Bunt Turns Tide,"" and ""Jackie Romps Home From Second Base as 26,000 Cheer.""","2017-02-11T18:16:17.211Z","pictures","ammem","catalog","2017-02-10T21:27:16.245Z","1972","Microfilm Reel No. 1454 [Newspaper & Current Periodical RR]","","http://www.loc.gov/pictures/collection/cph/item/97521180/","http://www.loc.gov/item/97521180/","http://www.loc.gov/pictures/item/97521180/","http://hdl.loc.gov/loc.pnp/cph.3c20275","http://www.loc.gov/resource/cph.3c20275/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(cph+3c20275))","http://lccn.loc.gov/97521180","","","","","","","","","1972-01-01T00:00:00Z","english","https://www.loc.gov/item/97521180/","","False","//cdn.loc.gov/service/pnp/cph/3c20000/3c20000/3c20200/3c20275_150px.jpg","//cdn.loc.gov/service/pnp/cph/3c20000/3c20000/3c20200/3c20275_150px.jpg#h=150&w=120","//cdn.loc.gov/service/pnp/cph/3c20000/3c20000/3c20200/3c20275t.gif#h=150&w=120","//cdn.loc.gov/service/pnp/cph/3c20000/3c20000/3c20200/3c20275r.jpg#h=640&w=513","//cdn.loc.gov/service/pnp/cph/3c20000/3c20000/3c20200/3c20275v.jpg#h=1024&w=821","prints and photographs division","serial and government publications division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","microfilms","newspapers","pennsylvania","pittsburgh","periodical illustrations","","","",""
"","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97519084/","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","performances","watson, minor","rickey, branch","portrayals","brooklyn dodgers (baseball team)","lithographs","color","lobby cards","","","","35","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Lobby card promoting The Jackie Robinson Story, showing Minor Watson (as Dodgers president Branch Rickey) and Jackie Robinson (as himself)]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 print : lithograph, color.","2017-02-11T18:16:10.961Z","pictures","ammem","catalog","2017-02-10T21:27:15.193Z","1950","Motion Picture, Broadcasting and Recorded Sound <item> [Motion Picture & Television RR]","","http://www.loc.gov/pictures/collection/cph/item/97519084/","http://hdl.loc.gov/loc.pnp/cph.3g06146","http://www.loc.gov/item/97519084/","http://www.loc.gov/pictures/item/97519084/","http://hdl.loc.gov/loc.pnp/ppmsc.00045","http://www.loc.gov/resource/ppmsc.00045/","http://www.loc.gov/resource/cph.3g06146/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsc+00045))","http://lccn.loc.gov/97519084","","","","","","","1950-01-01T00:00:00Z","english","https://www.loc.gov/item/97519084/","","False","//cdn.loc.gov/service/pnp/ppmsc/00000/00045_150px.jpg","//cdn.loc.gov/service/pnp/ppmsc/00000/00045_150px.jpg#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00045t.gif#h=119&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00045r.jpg#h=632&w=800","//cdn.loc.gov/service/pnp/ppmsc/00000/00045v.jpg#h=809&w=1024","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","performances","watson, minor","rickey, branch","portrayals","brooklyn dodgers (baseball team)","lithographs","color","lobby cards",""
"","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97519099/","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","performances","brooklyn dodgers (baseball team)","baseball players","film stills","photographic prints","","","","","","","36","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Film still from The Jackie Robinson Story showing Jackie Robinson (as himself) with fellow Dodgers in the dugout]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 photographic print.","2017-02-11T18:16:10.961Z","pictures","ammem","catalog","2017-02-10T21:27:15.193Z","1950","Motion Picture, Broadcasting and Recorded Sound <item> [Motion Picture & Television RR]","","http://www.loc.gov/pictures/collection/cph/item/97519099/","http://hdl.loc.gov/loc.pnp/cph.3c19883","http://www.loc.gov/item/97519099/","http://www.loc.gov/pictures/item/97519099/","http://hdl.loc.gov/loc.pnp/ppmsc.00060","http://www.loc.gov/resource/ppmsc.00060/","http://www.loc.gov/resource/cph.3c19883/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsc+00060))","http://lccn.loc.gov/97519099","","","","","","","1950-01-01T00:00:00Z","english","https://www.loc.gov/item/97519099/","","False","//cdn.loc.gov/service/pnp/ppmsc/00000/00060_150px.jpg","//cdn.loc.gov/service/pnp/ppmsc/00000/00060_150px.jpg#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00060t.gif#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00060r.jpg#h=627&w=800","//cdn.loc.gov/service/pnp/ppmsc/00000/00060v.jpg#h=802&w=1024","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","performances","brooklyn dodgers (baseball team)","baseball players","film stills","photographic prints","","","",""
"","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97519100/","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","performances","brooklyn dodgers (baseball team)","baseball players","baseball umpires","film stills","photographic prints","","","","","","37","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Film still from The Jackie Robinson Story showing Jackie Robinson (as himself) at bat, with catcher and umpire behind the plate]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 photographic print.","2017-02-11T18:16:10.961Z","pictures","ammem","catalog","2017-02-10T21:27:15.193Z","1950","Motion Picture, Broadcasting and Recorded Sound <item> [Motion Picture & Television RR]","","http://www.loc.gov/pictures/collection/cph/item/97519100/","http://hdl.loc.gov/loc.pnp/cph.3c19882","http://www.loc.gov/item/97519100/","http://www.loc.gov/pictures/item/97519100/","http://hdl.loc.gov/loc.pnp/ppmsc.00059","http://www.loc.gov/resource/ppmsc.00059/","http://www.loc.gov/resource/cph.3c19882/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsc+00059))","http://lccn.loc.gov/97519100","","","","","","","1950-01-01T00:00:00Z","english","https://www.loc.gov/item/97519100/","","False","//cdn.loc.gov/service/pnp/ppmsc/00000/00059_150px.jpg","//cdn.loc.gov/service/pnp/ppmsc/00000/00059_150px.jpg#h=119&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00059t.gif#h=119&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00059r.jpg#h=633&w=800","//cdn.loc.gov/service/pnp/ppmsc/00000/00059v.jpg#h=811&w=1024","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","performances","brooklyn dodgers (baseball team)","baseball players","baseball umpires","film stills","photographic prints","","",""
"","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97519083/","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","performances","brooklyn dodgers (baseball team)","baseball umpires","confrontations","lithographs","color","lobby cards","","","","","38","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Lobby card promoting The Jackie Robinson Story, showing umpire arguing with Dodgers manager, while Jackie Robinson and another Dodger look on]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 print : lithograph, color.","2017-02-11T18:16:10.961Z","pictures","ammem","catalog","2017-02-10T21:27:15.193Z","1950","Motion Picture, Broadcasting and Recorded Sound Division <item> [Motion Picture & Television RR]","","http://www.loc.gov/pictures/collection/cph/item/97519083/","http://hdl.loc.gov/loc.pnp/cph.3g06142","http://www.loc.gov/item/97519083/","http://www.loc.gov/pictures/item/97519083/","http://hdl.loc.gov/loc.pnp/ppmsc.00044","http://www.loc.gov/resource/ppmsc.00044/","http://www.loc.gov/resource/cph.3g06142/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsc+00044))","http://lccn.loc.gov/97519083","","","","","","","1950-01-01T00:00:00Z","english","https://www.loc.gov/item/97519083/","","False","//cdn.loc.gov/service/pnp/ppmsc/00000/00044_150px.jpg","//cdn.loc.gov/service/pnp/ppmsc/00000/00044_150px.jpg#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00044t.gif#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00044r.jpg#h=800&w=1017","//cdn.loc.gov/service/pnp/ppmsc/00000/00044v.jpg#h=805&w=1024","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","performances","brooklyn dodgers (baseball team)","baseball umpires","confrontations","lithographs","color","lobby cards","",""
"","","","","True","photo, print, drawing","","","","","","http://www.loc.gov/item/97519097/","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","","robinson, jackie","performances","dee, ruby","robinson, rachel","portrayals","brooklyn dodgers (baseball team)","film stills","photographic prints","","","","","39","","cph","bbpix.mar","catalog","miscellaneous-items-high-demand","baseball-and-jackie-robinson","","[Film still from The Jackie Robinson Story showing (from left to right) Richard Lane (as Clay Hopper), Ruby Dee (as Rachel Robinson), Jackie Robinson (as himself), and Billy Wayne (as Clyde Sukeforth) arm-in-arm]","image","","image/gif","image/jpg","image/tif","image/jpeg","","","","","","","True","1 photographic print.","2017-02-11T18:16:10.961Z","pictures","ammem","catalog","2017-02-10T21:27:15.193Z","1950","Motion Picture, Broadcasting and Recorded Sound [item] [Motion Picture & Television RR]","","http://www.loc.gov/pictures/collection/cph/item/97519097/","http://hdl.loc.gov/loc.pnp/cph.3c19880","http://www.loc.gov/item/97519097/","http://www.loc.gov/pictures/item/97519097/","http://hdl.loc.gov/loc.pnp/ppmsc.00062","http://www.loc.gov/resource/ppmsc.00062/","http://www.loc.gov/resource/cph.3c19880/","http://memory.loc.gov/cgi-bin/query/r?ammem/AMALL:@field(NUMBER+@band(ppmsc+00062))","http://lccn.loc.gov/97519097","","","","","","","1950-01-01T00:00:00Z","english","https://www.loc.gov/item/97519097/","","False","//cdn.loc.gov/service/pnp/ppmsc/00000/00062_150px.jpg","//cdn.loc.gov/service/pnp/ppmsc/00000/00062_150px.jpg#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00062t.gif#h=118&w=150","//cdn.loc.gov/service/pnp/ppmsc/00000/00062r.jpg#h=628&w=800","//cdn.loc.gov/service/pnp/ppmsc/00000/00062v.jpg#h=805&w=1024","prints and photographs division","motion picture, broadcasting and recorded sound division","by popular demand: jackie robinson and other baseball highlights, 1860s-1960s","american memory","catalog","robinson, jackie","performances","dee, ruby","robinson, rachel","portrayals","brooklyn dodgers (baseball team)","film stills","photographic prints","",""
