"location_w__001","location_w__002","access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","group__005","title","online_format__001","online_format__002","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","dates","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","partof_w__001","partof_w__002","partof_w__003","partof_w__004","partof_w__005","partof_w__006","subject_w__001","subject_w__002","subject_w__003","subject_w__004","subject_w__005","subject_w__006","subject_w__007","subject_w__008","subject_w__009","subject_w__010","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016","aka__017"
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685728/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","detroit tigers","detroit","american league","baseball cards","gelatin silver prints","","","","","","","","2063","bbc","catalog","baseball-cards","","","[Detroit Tigers, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 10 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685728/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2078f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2078f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2078ft.gif#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2078fr.jpg#h=361&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2078fv.jpg#h=578&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685728/","http://hdl.loc.gov/loc.pnp/bbc.2078b","http://www.loc.gov/item/2007685728/","http://www.loc.gov/pictures/item/2007685728/","http://hdl.loc.gov/loc.pnp/bbc.2078f","http://www.loc.gov/resource/bbc.2078f/","http://www.loc.gov/resource/bbc.2078b/","http://lccn.loc.gov/2007685728","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685729/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","new york yankees","new york","american league","baseball cards","gelatin silver prints","","","","","","","","2064","bbc","catalog","baseball-cards","","","[New York Yankees, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 11 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685729/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2079f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2079f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2079ft.gif#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2079fr.jpg#h=361&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2079fv.jpg#h=578&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685729/","http://hdl.loc.gov/loc.pnp/bbc.2079b","http://www.loc.gov/item/2007685729/","http://www.loc.gov/pictures/item/2007685729/","http://hdl.loc.gov/loc.pnp/bbc.2079f","http://www.loc.gov/resource/bbc.2079f/","http://www.loc.gov/resource/bbc.2079b/","http://lccn.loc.gov/2007685729","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685730/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","philadelphia athletics","philadelphia","american league","baseball cards","gelatin silver prints","","","","","","","","2065","bbc","catalog","baseball-cards","","","[Philadelphia Athletics, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 12 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685730/","False","//cdn.loc.gov/service/pnp/bbc/2000/2080/2080f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2080/2080f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2080/2080ft.gif#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2080/2080fr.jpg#h=364&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2080/2080fv.jpg#h=582&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685730/","http://hdl.loc.gov/loc.pnp/bbc.2080b","http://www.loc.gov/item/2007685730/","http://www.loc.gov/pictures/item/2007685730/","http://hdl.loc.gov/loc.pnp/bbc.2080f","http://hdl.loc.gov/loc.pnp/bbc.3c19850","http://www.loc.gov/resource/bbc.2080f/","http://www.loc.gov/resource/bbc.2080b/","http://www.loc.gov/resource/cph.3c19850/","http://www.loc.gov/resource/bbc.3c19850/","http://lccn.loc.gov/2007685730","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685731/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","washington nationals","washington","american league","baseball cards","gelatin silver prints","","","","","","","","2066","bbc","catalog","baseball-cards","","","[Washington Nationals, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 13 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685731/","False","//cdn.loc.gov/service/pnp/bbc/2000/2080/2081f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2080/2081f_150px.jpg#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2080/2081ft.gif#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2080/2081fr.jpg#h=368&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2080/2081fv.jpg#h=588&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685731/","http://hdl.loc.gov/loc.pnp/bbc.2081b","http://www.loc.gov/item/2007685731/","http://www.loc.gov/pictures/item/2007685731/","http://hdl.loc.gov/loc.pnp/bbc.2081f","http://www.loc.gov/resource/bbc.2081f/","http://www.loc.gov/resource/bbc.2081b/","http://lccn.loc.gov/2007685731","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685720/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chicago cubs","chicago","national league","baseball cards","gelatin silver prints","","","","","","","","2067","bbc","catalog","baseball-cards","","","[Chicago Cubs, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 2 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685720/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2070f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2070f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2070ft.gif#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2070fr.jpg#h=364&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2070fv.jpg#h=582&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685720/","http://hdl.loc.gov/loc.pnp/bbc.2070b","http://hdl.loc.gov/loc.pnp/bbc.3g06994","http://www.loc.gov/item/2007685720/","http://www.loc.gov/pictures/item/2007685720/","http://hdl.loc.gov/loc.pnp/bbc.2070f","http://hdl.loc.gov/loc.pnp/bbc.3g06933","http://hdl.loc.gov/loc.pnp/bbc.3c23636","http://www.loc.gov/resource/bbc.2070f/","http://www.loc.gov/resource/bbc.2070b/","http://www.loc.gov/resource/cph.3g06933/","http://www.loc.gov/resource/cph.3g06994/","http://www.loc.gov/resource/cph.3c23636/","http://www.loc.gov/resource/bbc.3g06933/","http://lccn.loc.gov/2007685720","http://www.loc.gov/resource/bbc.3g06994/","http://www.loc.gov/resource/bbc.3c23636/"
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685721/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","cincinnati reds","cincinnati","national league","baseball cards","gelatin silver prints","","","","","","","","2068","bbc","catalog","baseball-cards","","","[Cincinnati Reds, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 3 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685721/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2071f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2071f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2071ft.gif#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2071fr.jpg#h=361&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2071fv.jpg#h=578&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685721/","http://hdl.loc.gov/loc.pnp/bbc.2071b","http://hdl.loc.gov/loc.pnp/bbc.3c30880","http://www.loc.gov/item/2007685721/","http://www.loc.gov/pictures/item/2007685721/","http://hdl.loc.gov/loc.pnp/bbc.2071f","http://hdl.loc.gov/loc.pnp/bbc.3g10102","http://www.loc.gov/resource/bbc.2071f/","http://www.loc.gov/resource/bbc.2071b/","http://www.loc.gov/resource/cph.3g10102/","http://www.loc.gov/resource/cph.3c30880/","http://lccn.loc.gov/2007685721","http://www.loc.gov/resource/bbc.3c30880/","http://www.loc.gov/resource/bbc.3g10102/","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685722/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","new york giants","new york","national league","baseball cards","gelatin silver prints","","","","","","","","2069","bbc","catalog","baseball-cards","","","[New York Giants, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 4 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685722/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2072f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2072f_150px.jpg#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2072ft.gif#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2072fr.jpg#h=365&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2072fv.jpg#h=584&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685722/","http://hdl.loc.gov/loc.pnp/bbc.2072b","http://hdl.loc.gov/loc.pnp/bbc.3c30670","http://www.loc.gov/item/2007685722/","http://www.loc.gov/pictures/item/2007685722/","http://hdl.loc.gov/loc.pnp/bbc.2072f","http://hdl.loc.gov/loc.pnp/bbc.3g10103","http://www.loc.gov/resource/bbc.2072f/","http://www.loc.gov/resource/bbc.2072b/","http://www.loc.gov/resource/cph.3g10103/","http://www.loc.gov/resource/cph.3c30670/","http://lccn.loc.gov/2007685722","http://www.loc.gov/resource/bbc.3c30670/","http://www.loc.gov/resource/bbc.3g10103/","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685723/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","philadelphia phillies","philadelphia","national league","baseball cards","gelatin silver prints","","","","","","","","2070","bbc","catalog","baseball-cards","","","[Philadelphia Phillies, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 5 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685723/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2073f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2073f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2073ft.gif#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2073fr.jpg#h=363&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2073fv.jpg#h=581&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685723/","http://hdl.loc.gov/loc.pnp/bbc.2073b","http://www.loc.gov/item/2007685723/","http://www.loc.gov/pictures/item/2007685723/","http://hdl.loc.gov/loc.pnp/bbc.2073f","http://www.loc.gov/resource/bbc.2073f/","http://www.loc.gov/resource/bbc.2073b/","http://lccn.loc.gov/2007685723","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685724/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","pittsburgh pirates","pittsburgh","national league","baseball cards","gelatin silver prints","","","","","","","","2071","bbc","catalog","baseball-cards","","","[Pittsburgh Pirates, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 6 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685724/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2074f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2074f_150px.jpg#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2074ft.gif#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2074fr.jpg#h=367&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2074fv.jpg#h=586&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685724/","http://hdl.loc.gov/loc.pnp/bbc.2074b","http://www.loc.gov/item/2007685724/","http://www.loc.gov/pictures/item/2007685724/","http://hdl.loc.gov/loc.pnp/bbc.2074f","http://www.loc.gov/resource/bbc.2074f/","http://www.loc.gov/resource/bbc.2074b/","http://lccn.loc.gov/2007685724","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685725/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","boston red sox","boston","american league","baseball cards","gelatin silver prints","","","","","","","","2072","bbc","catalog","baseball-cards","","","[Boston Red Sox, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 7 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685725/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2075f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2075f_150px.jpg#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2075ft.gif#h=86&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2075fr.jpg#h=368&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2075fv.jpg#h=589&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685725/","http://hdl.loc.gov/loc.pnp/bbc.2075b","http://www.loc.gov/item/2007685725/","http://www.loc.gov/pictures/item/2007685725/","http://hdl.loc.gov/loc.pnp/bbc.2075f","http://www.loc.gov/resource/bbc.2075f/","http://www.loc.gov/resource/bbc.2075b/","http://lccn.loc.gov/2007685725","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685726/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chicago white sox","chicago","american league","baseball cards","gelatin silver prints","","","","","","","","2073","bbc","catalog","baseball-cards","","","[Chicago White Sox, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 8 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685726/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2076f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2076f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2076ft.gif#h=84&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2076fr.jpg#h=361&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2076fv.jpg#h=577&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685726/","http://hdl.loc.gov/loc.pnp/bbc.2076b","http://www.loc.gov/item/2007685726/","http://www.loc.gov/pictures/item/2007685726/","http://hdl.loc.gov/loc.pnp/bbc.2076f","http://www.loc.gov/resource/bbc.2076f/","http://www.loc.gov/resource/bbc.2076b/","http://lccn.loc.gov/2007685726","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers company","http://www.loc.gov/item/2007685727/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","cleveland naps","cleveland","american league","baseball cards","gelatin silver prints","","","","","","","","2074","bbc","catalog","baseball-cards","","","[Cleveland Naps, baseball card portrait]","image","","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 photographic print : gelatin silver.","2016-05-17T21:38:50.561Z","pictures","catalog","2016-05-17T21:36:22.123Z","1913","","LOT 13163-33, no. 9 [P&P]","","Fatima Team Cards (T200)","1913-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685727/","False","//cdn.loc.gov/service/pnp/bbc/2000/2070/2077f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/2000/2070/2077f_150px.jpg#h=85&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2077ft.gif#h=84&w=150","//cdn.loc.gov/service/pnp/bbc/2000/2070/2077fr.jpg#h=361&w=640","","","","","","","","","","","","","","","","","//cdn.loc.gov/service/pnp/bbc/2000/2070/2077fv.jpg#h=577&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2007685727/","http://hdl.loc.gov/loc.pnp/bbc.2077b","http://www.loc.gov/item/2007685727/","http://www.loc.gov/pictures/item/2007685727/","http://hdl.loc.gov/loc.pnp/bbc.2077f","http://www.loc.gov/resource/bbc.2077f/","http://www.loc.gov/resource/bbc.2077b/","http://lccn.loc.gov/2007685727","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers tobacco company","http://www.loc.gov/item/2007685732/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bresnahan, roger (team member)","chicago cubs","chicago","national league","catcher","baseball cards","gelatin silver prints","","","","","","2075","bbc","catalog","baseball-cards","main-catalog","","[Roger Bresnahan, Chicago Cubs, baseball card portrait]","image","","","","http://www.loc.gov/item/15050804","image/gif","image/jpg","image/tif","","True","1 photographic print : gelatin silver.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1914","http://www.loc.gov/item/15050804","LOT 13163-34, no. 1 [P&P]","","Fatima (T222)","1914-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685732/","False","//cdn.loc.gov/service/pnp/bbc/2000/2080/2082ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/2000/2080/2082f_150px.jpg#h=150&w=87","//cdn.loc.gov/service/pnp/bbc/2000/2080/2082fr.jpg#h=640&w=369","//cdn.loc.gov/service/pnp/bbc/2000/2080/2082fv.jpg#h=1024&w=591","","","","","","","","","","","","","","","","","","http://www.loc.gov/pictures/collection/bbc/item/2007685732/","http://hdl.loc.gov/loc.pnp/bbc.2082b","http://www.loc.gov/item/2007685732/","http://www.loc.gov/pictures/item/2007685732/","http://hdl.loc.gov/loc.pnp/bbc.2082f","http://www.loc.gov/resource/bbc.2082f/","http://www.loc.gov/resource/bbc.2082b/","http://lccn.loc.gov/2007685732","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers tobacco company","http://www.loc.gov/item/2007685733/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chicago cubs (baseball team)","people","baseball players","illinois","chicago","phelan, art (team member)","national league","second baseman","baseball cards","gelatin silver prints","","","2076","bbc","catalog","baseball-cards","main-catalog","","[Art Phelan, Chicago Cubs, baseball card portrait]","image","","chicago","illinois","http://www.loc.gov/item/15050809","image/gif","image/jpg","image/tif","","True","1 photographic print : gelatin silver ; sheet 11.3 x 6.3 cm.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1914","http://www.loc.gov/item/15050809","LOT 13163-34, no. 2 [P&P]","","Fatima (T222)","1914-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685733/","False","//cdn.loc.gov/service/pnp/bbc/2000/2080/2083f_150px.jpg#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/2000/2080/2083ft.gif#h=150&w=88","//cdn.loc.gov/service/pnp/bbc/2000/2080/2083fr.jpg#h=640&w=377","//cdn.loc.gov/service/pnp/bbc/2000/2080/2083fv.jpg#h=1024&w=603","","","","","","","","","","","","","","","","","","http://www.loc.gov/pictures/collection/bbc/item/2007685733/","http://hdl.loc.gov/loc.pnp/bbc.2083b","http://www.loc.gov/item/2007685733/","http://www.loc.gov/pictures/item/2007685733/","http://hdl.loc.gov/loc.pnp/bbc.2083f","http://www.loc.gov/resource/bbc.2083f/","http://www.loc.gov/resource/bbc.2083b/","http://lccn.loc.gov/2007685733","","","","","","","","",""
"","","False","photo, print, drawing","liggett & myers tobacco company","http://www.loc.gov/item/2007685734/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","sallee, slim (team member)","st. louis cardinals","st. louis","national league","pitcher","baseball cards","gelatin silver prints","","","","","","2077","bbc","catalog","baseball-cards","main-catalog","","[Slim Sallee, St. Louis Cardinals, baseball card portrait]","image","","","","http://www.loc.gov/item/15050821","image/gif","image/jpg","image/tif","","True","1 photographic print : gelatin silver.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1914","http://www.loc.gov/item/15050821","LOT 13163-34, no. 3 [P&P]","","Fatima (T222)","1914-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685734/","False","//cdn.loc.gov/service/pnp/bbc/2000/2080/2084f_150px.jpg#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/2000/2080/2084ft.gif#h=150&w=83","//cdn.loc.gov/service/pnp/bbc/2000/2080/2084fr.jpg#h=640&w=354","//cdn.loc.gov/service/pnp/bbc/2000/2080/2084fv.jpg#h=1024&w=566","","","","","","","","","","","","","","","","","","http://www.loc.gov/pictures/collection/bbc/item/2007685734/","http://hdl.loc.gov/loc.pnp/bbc.2084b","http://hdl.loc.gov/loc.pnp/bbc.3g06968","http://www.loc.gov/item/2007685734/","http://www.loc.gov/pictures/item/2007685734/","http://hdl.loc.gov/loc.pnp/bbc.2084f","http://hdl.loc.gov/loc.pnp/bbc.3g06975","http://hdl.loc.gov/loc.pnp/bbc.3c23638","http://www.loc.gov/resource/bbc.2084f/","http://www.loc.gov/resource/bbc.2084b/","http://www.loc.gov/resource/cph.3g06975/","http://www.loc.gov/resource/cph.3g06968/","http://www.loc.gov/resource/cph.3c23638/","http://www.loc.gov/resource/bbc.3g06975/","http://www.loc.gov/resource/bbc.3g06968/","http://lccn.loc.gov/2007685734","http://www.loc.gov/resource/bbc.3c23638/"
"","","False","photo, print, drawing","liggett & myers tobacco company","http://www.loc.gov/item/2007685735/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","brown, boardwalk (team member)","philadelphia athletics","philadelphia","american league","pitcher","baseball cards","gelatin silver prints","","","","","","2078","bbc","catalog","baseball-cards","main-catalog","","[Boardwalk Brown, Philadelphia Athletics, baseball card portrait]","image","","","","http://www.loc.gov/item/15050837","image/gif","image/jpg","image/tif","","True","1 photographic print : gelatin silver.","2018-05-05T13:30:10.739Z","pictures","catalog","2018-05-05T13:29:38.778Z","1914","http://www.loc.gov/item/15050837","LOT 13163-34, no. 4 [P&P]","","Fatima (T222)","1914-01-01T00:00:00Z","english","https://www.loc.gov/item/2007685735/","False","//cdn.loc.gov/service/pnp/bbc/2000/2080/2085f_150px.jpg#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/2000/2080/2085ft.gif#h=150&w=86","//cdn.loc.gov/service/pnp/bbc/2000/2080/2085fr.jpg#h=640&w=366","//cdn.loc.gov/service/pnp/bbc/2000/2080/2085fv.jpg#h=1024&w=586","","","","","","","","","","","","","","","","","","http://www.loc.gov/pictures/collection/bbc/item/2007685735/","http://hdl.loc.gov/loc.pnp/bbc.2085b","http://www.loc.gov/item/2007685735/","http://www.loc.gov/pictures/item/2007685735/","http://hdl.loc.gov/loc.pnp/bbc.2085f","http://www.loc.gov/resource/bbc.2085f/","http://www.loc.gov/resource/bbc.2085b/","http://lccn.loc.gov/2007685735","","","","","","","","",""
