"access_restricted","original_format__-","contributor__-","id","partof__001","partof__002","partof__003","partof__004","partof__005","partof__006","subject__001","subject__002","subject__003","subject__004","subject__005","subject__006","subject__007","subject__008","subject__009","subject__010","subject__011","subject__012","index","group__001","group__002","group__003","group__004","title","online_format__-","location__001","location__002","number_former_id__-","mime_type__001","mime_type__002","mime_type__003","mime_type__004","digitized","description__-","timestamp","site__001","site__002","extract_timestamp","date","number__-","shelf_id","other_title__-","dates__-","language__-","url","hassegments","image_url__001","image_url__002","image_url__003","image_url__004","image_url__005","aka__001","aka__002","aka__003","aka__004","aka__005","aka__006","aka__007","aka__008","aka__009","aka__010","aka__011","aka__012","aka__013","aka__014","aka__015","aka__016"
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678425/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","shean, dave (team member)","chicago cubs","chicago","national league","second baseman","chance, frank (team member)","first baseman","baseball cards","relief prints","color","","","1971","bbc","catalog","baseball-cards","","[David Shean/Frank L. Chance, Chicago Cubs, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 20 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678425/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1960f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1960f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1960ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1960fr.jpg#h=277&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1960fv.jpg#h=444&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678425/","http://hdl.loc.gov/loc.pnp/bbc.1960b","http://www.loc.gov/item/2008678425/","http://www.loc.gov/pictures/item/2008678425/","http://hdl.loc.gov/loc.pnp/bbc.1960f","http://www.loc.gov/resource/bbc.1960f/","http://www.loc.gov/resource/bbc.1960b/","http://lccn.loc.gov/2008678425","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678426/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chase, hal (team member)","new york highlanders","new york","american league","first baseman","wolter, harry (team member)","outfielder","baseball cards","relief prints","color","","","1972","bbc","catalog","baseball-cards","","[Harold W. Chase/Harry Wolter, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 21 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678426/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1961f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1961f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1961ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1961fr.jpg#h=278&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1961fv.jpg#h=444&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678426/","http://hdl.loc.gov/loc.pnp/bbc.1961b","http://www.loc.gov/item/2008678426/","http://www.loc.gov/pictures/item/2008678426/","http://hdl.loc.gov/loc.pnp/bbc.1961f","http://www.loc.gov/resource/bbc.1961f/","http://www.loc.gov/resource/bbc.1961b/","http://lccn.loc.gov/2008678426","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678427/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","gibson, george (team member)","pittsburgh pirates","pittsburgh","national league","catcher","clarke, fred (team member)","left fielder","baseball cards","relief prints","color","","","1973","bbc","catalog","baseball-cards","","[George Gibson/Fred T. Clarke, Pittsburgh Pirates, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 22 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678427/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1962f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1962f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1962ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1962fr.jpg#h=279&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1962fv.jpg#h=447&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678427/","http://hdl.loc.gov/loc.pnp/bbc.1962b","http://www.loc.gov/item/2008678427/","http://www.loc.gov/pictures/item/2008678427/","http://hdl.loc.gov/loc.pnp/bbc.1962f","http://www.loc.gov/resource/bbc.1962f/","http://www.loc.gov/resource/bbc.1962b/","http://lccn.loc.gov/2008678427","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678428/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","phillippe, deacon (team member)","pittsburgh pirates","pittsburgh","national league","pitcher","gibson, george (team member)","catcher","baseball cards","relief prints","color","","","1974","bbc","catalog","baseball-cards","","[Chas. Phillippe/George Gibson, Pittsburgh Pirates, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 23 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678428/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1963f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1963f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1963ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1963fr.jpg#h=280&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1963fv.jpg#h=449&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678428/","http://hdl.loc.gov/loc.pnp/bbc.1963b","http://www.loc.gov/item/2008678428/","http://www.loc.gov/pictures/item/2008678428/","http://hdl.loc.gov/loc.pnp/bbc.1963f","http://www.loc.gov/resource/bbc.1963f/","http://www.loc.gov/resource/bbc.1963b/","http://lccn.loc.gov/2008678428","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678429/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","egan, dick (team member)","cincinnati reds","cincinnati","national league","second baseman","mitchell, mike (team member)","right fielder","baseball cards","relief prints","color","","","1975","bbc","catalog","baseball-cards","","[Richard J. Egan/Mich'l Mitchell, Cincinnati Reds, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 24 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678429/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1964f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1964f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1964ft.gif#h=64&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1964fr.jpg#h=275&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1964fv.jpg#h=440&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678429/","http://hdl.loc.gov/loc.pnp/bbc.1964b","http://www.loc.gov/item/2008678429/","http://www.loc.gov/pictures/item/2008678429/","http://hdl.loc.gov/loc.pnp/bbc.1964f","http://www.loc.gov/resource/bbc.1964f/","http://www.loc.gov/resource/bbc.1964b/","http://lccn.loc.gov/2008678429","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678430/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","wolter, harry (team member)","new york highlanders","new york","american league","outfielder","chase, hal (team member)","first baseman","baseball cards","relief prints","color","","","1976","bbc","catalog","baseball-cards","","[Harry Wolter/Harold W. Chase, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 25 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678430/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1965f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1965f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1965ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1965fr.jpg#h=287&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1965fv.jpg#h=459&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678430/","http://hdl.loc.gov/loc.pnp/bbc.1965b","http://www.loc.gov/item/2008678430/","http://www.loc.gov/pictures/item/2008678430/","http://hdl.loc.gov/loc.pnp/bbc.1965f","http://www.loc.gov/resource/bbc.1965f/","http://www.loc.gov/resource/bbc.1965b/","http://lccn.loc.gov/2008678430","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678431/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","chase, hal (team member)","new york highlanders","new york","american league","first baseman","wolter, harry (team member)","outfielder","baseball cards","relief prints","color","","","1977","bbc","catalog","baseball-cards","","[Harold W. Chase/Harry Wolter, New York Highlanders, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 26 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678431/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1966f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1966f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1966ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1966fr.jpg#h=284&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1966fv.jpg#h=455&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678431/","http://hdl.loc.gov/loc.pnp/bbc.1966b","http://www.loc.gov/item/2008678431/","http://www.loc.gov/pictures/item/2008678431/","http://hdl.loc.gov/loc.pnp/bbc.1966f","http://www.loc.gov/resource/bbc.1966f/","http://www.loc.gov/resource/bbc.1966b/","http://lccn.loc.gov/2008678431","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678432/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","gibson, george (team member)","pittsburgh pirates","pittsburgh","national league","catcher","clarke, fred (team member)","left fielder","baseball cards","relief prints","color","","","1978","bbc","catalog","baseball-cards","","[George Gibson/Fred T. Clarke, Pittsburgh Pirates, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 27 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678432/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1967f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1967f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1967ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1967fr.jpg#h=281&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1967fv.jpg#h=450&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678432/","http://hdl.loc.gov/loc.pnp/bbc.1967b","http://www.loc.gov/item/2008678432/","http://www.loc.gov/pictures/item/2008678432/","http://hdl.loc.gov/loc.pnp/bbc.1967f","http://www.loc.gov/resource/bbc.1967f/","http://www.loc.gov/resource/bbc.1967b/","http://lccn.loc.gov/2008678432","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678433/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","leifield, lefty (team member)","pittsburgh pirates","pittsburgh","national league","pitcher","gibson, george (team member)","catcher","baseball cards","relief prints","color","","","1979","bbc","catalog","baseball-cards","","[Al. P. Leifield/George Gibson, Pittsburgh Pirates, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 28 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678433/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1968f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1968f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1968ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1968fr.jpg#h=280&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1968fv.jpg#h=448&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678433/","http://hdl.loc.gov/loc.pnp/bbc.1968b","http://www.loc.gov/item/2008678433/","http://www.loc.gov/pictures/item/2008678433/","http://hdl.loc.gov/loc.pnp/bbc.1968f","http://www.loc.gov/resource/bbc.1968f/","http://www.loc.gov/resource/bbc.1968b/","http://lccn.loc.gov/2008678433","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678434/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","paskert, dode (team member)","philadelphia phillies","philadelphia","national league","center fielder","magee, sherry (team member)","left fielder","baseball cards","relief prints","color","","","1980","bbc","catalog","baseball-cards","","[George Paskert/Sherwood R. Magee, Philadelphia Phillies, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 29 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678434/","False","//cdn.loc.gov/service/pnp/bbc/1900/1960/1969f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1960/1969f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1969ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1960/1969fr.jpg#h=283&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1960/1969fv.jpg#h=452&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678434/","http://hdl.loc.gov/loc.pnp/bbc.1969b","http://www.loc.gov/item/2008678434/","http://www.loc.gov/pictures/item/2008678434/","http://hdl.loc.gov/loc.pnp/bbc.1969f","http://www.loc.gov/resource/bbc.1969f/","http://www.loc.gov/resource/bbc.1969b/","http://lccn.loc.gov/2008678434","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678408/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","o'leary, charley (team member)","detroit tigers","detroit","american league","second baseman","cobb, ty (team member)","center fielder","baseball cards","relief prints","color","","","1981","bbc","catalog","baseball-cards","","[Chas. O'Leary/Tyrus Cobb, Detroit Tigers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:22.155Z","pictures","catalog","2016-05-17T21:36:31.667Z","1912","","LOT 13163-31, no. 3 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678408/","False","//cdn.loc.gov/service/pnp/bbc/1900/1940/1943f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1940/1943f_150px.jpg#h=63&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1940/1943ft.gif#h=63&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1940/1943fr.jpg#h=268&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1940/1943fv.jpg#h=428&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678408/","http://hdl.loc.gov/loc.pnp/bbc.1943b","http://www.loc.gov/item/2008678408/","http://www.loc.gov/pictures/item/2008678408/","http://hdl.loc.gov/loc.pnp/bbc.1943f","http://www.loc.gov/resource/bbc.1943f/","http://www.loc.gov/resource/bbc.1943b/","http://lccn.loc.gov/2008678408","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678435/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","barry, jack (team member)","philadelphia athletics","philadelphia","american league","shortstop","baker, frank (team member)","third baseman","baseball cards","relief prints","color","","","1982","bbc","catalog","baseball-cards","","[John J. Barry/Frank Baker, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 30 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678435/","False","//cdn.loc.gov/service/pnp/bbc/1900/1970/1970f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1970/1970f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1970ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1970fr.jpg#h=285&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1970/1970fv.jpg#h=457&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678435/","http://hdl.loc.gov/loc.pnp/bbc.1970b","http://www.loc.gov/item/2008678435/","http://www.loc.gov/pictures/item/2008678435/","http://hdl.loc.gov/loc.pnp/bbc.1970f","http://www.loc.gov/resource/bbc.1970f/","http://www.loc.gov/resource/bbc.1970b/","http://lccn.loc.gov/2008678435","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678436/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bender, chief (team member)","philadelphia athletics","philadelphia","american league","pitcher","thomas, ira (team member)","catcher","baseball cards","relief prints","color","","","1983","bbc","catalog","baseball-cards","","[Charles A. Bender/Ira Thomas, Philadelphia Athletics, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 31 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678436/","False","//cdn.loc.gov/service/pnp/bbc/1900/1970/1971f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1970/1971f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1971ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1971fr.jpg#h=279&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1970/1971fv.jpg#h=447&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678436/","http://hdl.loc.gov/loc.pnp/bbc.1971b","http://www.loc.gov/item/2008678436/","http://www.loc.gov/pictures/item/2008678436/","http://hdl.loc.gov/loc.pnp/bbc.1971f","http://www.loc.gov/resource/bbc.1971f/","http://www.loc.gov/resource/bbc.1971b/","http://lccn.loc.gov/2008678436","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678437/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","bridwell, al (team member)","boston rustlers","boston","national league","shortstop","kling, johnny (team member)","catcher","baseball cards","relief prints","color","","","1984","bbc","catalog","baseball-cards","","[Albert Bridwell/John Kling, Boston Rustlers, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 32 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678437/","False","//cdn.loc.gov/service/pnp/bbc/1900/1970/1972f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1970/1972f_150px.jpg#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1972ft.gif#h=66&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1972fr.jpg#h=283&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1970/1972fv.jpg#h=452&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678437/","http://hdl.loc.gov/loc.pnp/bbc.1972b","http://www.loc.gov/item/2008678437/","http://www.loc.gov/pictures/item/2008678437/","http://hdl.loc.gov/loc.pnp/bbc.1972f","http://www.loc.gov/resource/bbc.1972f/","http://www.loc.gov/resource/bbc.1972b/","http://lccn.loc.gov/2008678437","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678438/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","ball, neal (team member)","cleveland naps","cleveland","american league","second baseman","stovall, george (team member)","st. louis browns","st. louis","first baseman","baseball cards","relief prints","color","1985","bbc","catalog","baseball-cards","","[Neal Ball/Geo. T. Stovall, Cleveland Naps, St. Louis Browns, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 33 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678438/","False","//cdn.loc.gov/service/pnp/bbc/1900/1970/1973f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1970/1973f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1973ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1973fr.jpg#h=279&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1970/1973fv.jpg#h=446&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678438/","http://hdl.loc.gov/loc.pnp/bbc.1973b","http://www.loc.gov/item/2008678438/","http://www.loc.gov/pictures/item/2008678438/","http://hdl.loc.gov/loc.pnp/bbc.1973f","http://www.loc.gov/resource/bbc.1973f/","http://www.loc.gov/resource/bbc.1973b/","http://lccn.loc.gov/2008678438","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678439/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","walsh, ed (team member)","chicago white sox","chicago","american league","pitcher","payne, fred (team member)","catcher","baseball cards","relief prints","color","","","1986","bbc","catalog","baseball-cards","","[Edward Walsh/Fred Payne, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 34 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678439/","False","//cdn.loc.gov/service/pnp/bbc/1900/1970/1974f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1970/1974f_150px.jpg#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1974ft.gif#h=67&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1974fr.jpg#h=285&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1970/1974fv.jpg#h=456&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678439/","http://hdl.loc.gov/loc.pnp/bbc.1974b","http://www.loc.gov/item/2008678439/","http://www.loc.gov/pictures/item/2008678439/","http://hdl.loc.gov/loc.pnp/bbc.1974f","http://www.loc.gov/resource/bbc.1974f/","http://www.loc.gov/resource/bbc.1974b/","http://lccn.loc.gov/2008678439","","","","","","","",""
"False","photo, print, drawing","american tobacco company","http://www.loc.gov/item/2008678440/","prints and photographs division","baseball cards","american memory","lot 13163","baseball cards, 1887-1914","catalog","white, doc (team member)","chicago white sox","chicago","american league","pitcher","payne, fred (team member)","catcher","baseball cards","relief prints","color","","","1987","bbc","catalog","baseball-cards","","[G. H. White/Fred Payne, Chicago White Sox, baseball card portrait]","image","","","","image/gif","image/jpg","image/tif","image/jpeg","True","1 print : relief with halftone, color.","2016-05-17T21:42:34.738Z","pictures","catalog","2016-05-17T21:36:32.219Z","1912","","LOT 13163-31, no. 35 [P&P]","Hassan Triple Folders (T202)","1912-01-01T00:00:00Z","english","https://www.loc.gov/item/2008678440/","False","//cdn.loc.gov/service/pnp/bbc/1900/1970/1975f_150px.jpg","//cdn.loc.gov/service/pnp/bbc/1900/1970/1975f_150px.jpg#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1975ft.gif#h=65&w=150","//cdn.loc.gov/service/pnp/bbc/1900/1970/1975fr.jpg#h=277&w=640","//cdn.loc.gov/service/pnp/bbc/1900/1970/1975fv.jpg#h=443&w=1024","http://www.loc.gov/pictures/collection/bbc/item/2008678440/","http://hdl.loc.gov/loc.pnp/bbc.1975b","http://www.loc.gov/item/2008678440/","http://www.loc.gov/pictures/item/2008678440/","http://hdl.loc.gov/loc.pnp/bbc.1975f","http://www.loc.gov/resource/bbc.1975f/","http://www.loc.gov/resource/bbc.1975b/","http://lccn.loc.gov/2008678440","","","","","","","",""
